Date,Season,Week,home,visitor,FT,hgoal,vgoal,division,tier,totgoal,goaldiff,result,HT,hgoal_half,vgoal_half,half_totgoal,half_goaldiff,result_half,fans,neutral,home_red_card,visitor_red_card
2016-09-17,2016,4,Galatasaray,Caykur Rizespor,2-0,2,0,T1,1,2,2,H,1-0,1,0,1,1,H,1,0,0,0
2016-09-18,2016,4,Osmanlispor FK,Adanaspor,1-0,1,0,T1,1,1,1,H,0-0,0,0,0,0,D,1,0,0,0
2016-09-18,2016,4,Konyaspor,Genclerbirligi,1-1,1,1,T1,1,2,0,D,0-1,0,1,1,-1,A,1,0,0,0
2016-09-18,2016,4,Gaziantepspor,Basaksehir FK,0-1,0,1,T1,1,1,-1,A,0-0,0,0,0,0,D,1,0,0,0
2016-09-18,2016,4,Akhisarspor,Besiktas,0-2,0,2,T1,1,2,-2,A,0-2,0,2,2,-2,A,1,0,0,0
2016-09-19,2016,4,Kasimpasa,Fenerbahce,1-5,1,5,T1,1,6,-4,A,0-3,0,3,3,-3,A,1,0,0,0
2016-09-23,2016,5,Antalyaspor,Akhisarspor,0-0,0,0,T1,1,0,0,D,0-0,0,0,0,0,D,1,0,0,0
2016-09-24,2016,5,Besiktas,Galatasaray,2-2,2,2,T1,1,4,0,D,0-2,0,2,2,-2,A,1,0,0,0
2016-09-24,2016,5,Trabzonspor,Konyaspor,1-0,1,0,T1,1,1,1,H,0-0,0,0,0,0,D,1,0,0,0
2016-09-24,2016,5,Basaksehir FK,Osmanlispor FK,2-2,2,2,T1,1,4,0,D,0-1,0,1,1,-1,A,1,0,0,0
2016-09-25,2016,5,Kayserispor,Caykur Rizespor,2-1,2,1,T1,1,3,1,H,2-0,2,0,2,2,H,1,0,0,0
2016-09-25,2016,5,Bursaspor,Kasimpasa,1-0,1,0,T1,1,1,1,H,0-0,0,0,0,0,D,1,0,1,0
2016-09-25,2016,5,Fenerbahce,Gaziantepspor,2-1,2,1,T1,1,3,1,H,1-0,1,0,1,1,H,1,0,0,0
2016-09-25,2016,5,Genclerbirligi,Kardemir Karabukspor,2-0,2,0,T1,1,2,2,H,0-0,0,0,0,0,D,1,0,0,1
2016-09-26,2016,5,Adanaspor,Alanyaspor,3-2,3,2,T1,1,5,1,H,2-1,2,1,3,1,H,1,0,0,0
2016-09-30,2016,6,Akhisarspor,Genclerbirligi,0-0,0,0,T1,1,0,0,D,0-0,0,0,0,0,D,1,0,0,0
2016-10-01,2016,6,Caykur Rizespor,Besiktas,0-1,0,1,T1,1,1,-1,A,0-0,0,0,0,0,D,1,0,0,0
2016-10-01,2016,6,Gaziantepspor,Bursaspor,3-2,3,2,T1,1,5,1,H,1-1,1,1,2,0,D,1,0,0,1
2016-10-01,2016,6,Kasimpasa,Kayserispor,3-1,3,1,T1,1,4,2,H,0-1,0,1,1,-1,A,1,0,0,1
2016-10-01,2016,6,Kardemir Karabukspor,Trabzonspor,4-0,4,0,T1,1,4,4,H,0-0,0,0,0,0,D,0,0,0,0
2016-10-02,2016,6,Alanyaspor,Basaksehir FK,0-5,0,5,T1,1,5,-5,A,0-1,0,1,1,-1,A,1,0,0,0
2016-10-02,2016,6,Galatasaray,Antalyaspor,3-1,3,1,T1,1,4,2,H,0-1,0,1,1,-1,A,1,0,0,0
2016-10-02,2016,6,Konyaspor,Adanaspor,1-0,1,0,T1,1,1,1,H,0-0,0,0,0,0,D,1,0,0,0
2016-10-02,2016,6,Osmanlispor FK,Fenerbahce,1-1,1,1,T1,1,2,0,D,1-0,1,0,1,1,H,1,0,0,0
2016-10-15,2016,7,Adanaspor,Kardemir Karabukspor,1-2,1,2,T1,1,3,-1,A,0-2,0,2,2,-2,A,1,0,1,0
2016-10-15,2016,7,Genclerbirligi,Galatasaray,0-1,0,1,T1,1,1,-1,A,0-1,0,1,1,-1,A,1,0,0,0
2016-10-15,2016,7,Kasimpasa,Gaziantepspor,0-0,0,0,T1,1,0,0,D,0-0,0,0,0,0,D,1,0,0,2
2016-10-15,2016,7,Kayserispor,Besiktas,0-1,0,1,T1,1,1,-1,A,0-0,0,0,0,0,D,1,0,1,0
2016-10-16,2016,7,Basaksehir FK,Konyaspor,1-1,1,1,T1,1,2,0,D,0-0,0,0,0,0,D,1,0,0,0
2016-10-16,2016,7,Bursaspor,Osmanlispor FK,0-0,0,0,T1,1,0,0,D,0-0,0,0,0,0,D,1,0,0,0
2016-10-16,2016,7,Fenerbahce,Alanyaspor,1-1,1,1,T1,1,2,0,D,1-0,1,0,1,1,H,1,0,0,1
2016-10-16,2016,7,Trabzonspor,Akhisarspor,0-0,0,0,T1,1,0,0,D,0-0,0,0,0,0,D,1,0,1,0
2016-10-17,2016,7,Antalyaspor,Caykur Rizespor,1-1,1,1,T1,1,2,0,D,0-0,0,0,0,0,D,1,0,0,0
2016-10-21,2016,8,Gaziantepspor,Kayserispor,1-2,1,2,T1,1,3,-1,A,1-0,1,0,1,1,H,1,0,0,0
2016-10-21,2016,8,Caykur Rizespor,Genclerbirligi,2-1,2,1,T1,1,3,1,H,1-0,1,0,1,1,H,1,0,0,0
2016-10-22,2016,8,Galatasaray,Trabzonspor,0-1,0,1,T1,1,1,-1,A,0-1,0,1,1,-1,A,1,0,0,0
2016-10-22,2016,8,Alanyaspor,Bursaspor,0-2,0,2,T1,1,2,-2,A,0-0,0,0,0,0,D,1,0,0,0
2016-10-22,2016,8,Akhisarspor,Adanaspor,1-0,1,0,T1,1,1,1,H,1-0,1,0,1,1,H,1,0,1,0
2016-10-23,2016,8,Kardemir Karabukspor,Basaksehir FK,0-2,0,2,T1,1,2,-2,A,0-2,0,2,2,-2,A,1,0,0,0
2016-10-23,2016,8,Osmanlispor FK,Kasimpasa,1-2,1,2,T1,1,3,-1,A,0-0,0,0,0,0,D,1,0,0,0
2016-10-23,2016,8,Besiktas,Antalyaspor,3-0,3,0,T1,1,3,3,H,1-0,1,0,1,1,H,1,0,0,1
2016-10-24,2016,8,Konyaspor,Fenerbahce,0-1,0,1,T1,1,1,-1,A,0-1,0,1,1,-1,A,1,0,0,0
2016-10-28,2016,9,Genclerbirligi,Besiktas,1-1,1,1,T1,1,2,0,D,1-0,1,0,1,1,H,1,0,0,0
2016-10-29,2016,9,Bursaspor,Konyaspor,2-0,2,0,T1,1,2,2,H,0-0,0,0,0,0,D,1,0,0,0
2016-10-29,2016,9,Adanaspor,Galatasaray,0-1,0,1,T1,1,1,-1,A,0-0,0,0,0,0,D,1,0,0,0
2016-10-29,2016,9,Gaziantepspor,Osmanlispor FK,3-1,3,1,T1,1,4,2,H,1-1,1,1,2,0,D,1,0,0,1
2016-10-30,2016,9,Basaksehir FK,Akhisarspor,5-1,5,1,T1,1,6,4,H,4-1,4,1,5,3,H,1,0,0,0
2016-10-30,2016,9,Trabzonspor,Caykur Rizespor,2-2,2,2,T1,1,4,0,D,1-1,1,1,2,0,D,1,0,0,0
2016-10-30,2016,9,Fenerbahce,Kardemir Karabukspor,5-0,5,0,T1,1,5,5,H,2-0,2,0,2,2,H,1,0,0,1
2016-10-31,2016,9,Kasimpasa,Alanyaspor,2-1,2,1,T1,1,3,1,H,2-1,2,1,3,1,H,1,0,0,0
2016-10-31,2016,9,Kayserispor,Antalyaspor,0-1,0,1,T1,1,1,-1,A,0-1,0,1,1,-1,A,1,0,0,0
2016-11-04,2016,10,Galatasaray,Basaksehir FK,1-2,1,2,T1,1,3,-1,A,1-1,1,1,2,0,D,1,0,0,0
2016-11-05,2016,10,Antalyaspor,Genclerbirligi,1-0,1,0,T1,1,1,1,H,1-0,1,0,1,1,H,1,0,0,0
2016-11-05,2016,10,Besiktas,Trabzonspor,2-1,2,1,T1,1,3,1,H,2-1,2,1,3,1,H,1,0,0,0
2016-11-05,2016,10,Kardemir Karabukspor,Bursaspor,0-0,0,0,T1,1,0,0,D,0-0,0,0,0,0,D,1,0,0,0
2016-11-05,2016,10,Alanyaspor,Gaziantepspor,4-3,4,3,T1,1,7,1,H,1-2,1,2,3,-1,A,1,0,0,0
2016-11-06,2016,10,Caykur Rizespor,Adanaspor,2-2,2,2,T1,1,4,0,D,1-1,1,1,2,0,D,1,0,0,0
2016-11-06,2016,10,Osmanlispor FK,Kayserispor,1-1,1,1,T1,1,2,0,D,0-0,0,0,0,0,D,1,0,0,0
2016-11-06,2016,10,Akhisarspor,Fenerbahce,1-3,1,3,T1,1,4,-2,A,0-1,0,1,1,-1,A,1,0,0,0
2016-11-06,2016,10,Konyaspor,Kasimpasa,2-1,2,1,T1,1,3,1,H,2-0,2,0,2,2,H,1,0,0,0
2016-11-19,2016,11,Gaziantepspor,Konyaspor,0-3,0,3,T1,1,3,-3,A,0-1,0,1,1,-1,A,1,0,0,0
2016-11-19,2016,11,Bursaspor,Akhisarspor,0-0,0,0,T1,1,0,0,D,0-0,0,0,0,0,D,1,0,0,0
2016-11-19,2016,11,Osmanlispor FK,Alanyaspor,2-0,2,0,T1,1,2,2,H,2-0,2,0,2,2,H,1,0,0,0
2016-11-19,2016,11,Adanaspor,Besiktas,1-2,1,2,T1,1,3,-1,A,0-2,0,2,2,-2,A,1,0,1,0
2016-11-20,2016,11,Kasimpasa,Kardemir Karabukspor,2-2,2,2,T1,1,4,0,D,1-2,1,2,3,-1,A,1,0,0,0
2016-11-20,2016,11,Kayserispor,Genclerbirligi,0-2,0,2,T1,1,2,-2,A,0-0,0,0,0,0,D,1,0,0,0
2016-11-20,2016,11,Fenerbahce,Galatasaray,2-0,2,0,T1,1,2,2,H,1-0,1,0,1,1,H,1,0,0,0
2016-11-21,2016,11,Basaksehir FK,Caykur Rizespor,2-1,2,1,T1,1,3,1,H,1-1,1,1,2,0,D,1,0,0,0
2016-11-21,2016,11,Trabzonspor,Antalyaspor,0-1,0,1,T1,1,1,-1,A,0-1,0,1,1,-1,A,1,0,0,0
2016-11-25,2016,12,Alanyaspor,Kayserispor,3-0,3,0,T1,1,3,3,H,0-0,0,0,0,0,D,1,0,0,1
2016-11-25,2016,12,Galatasaray,Bursaspor,3-1,3,1,T1,1,4,2,H,1-1,1,1,2,0,D,1,0,0,0
2016-11-26,2016,12,Antalyaspor,Adanaspor,1-0,1,0,T1,1,1,1,H,1-0,1,0,1,1,H,1,0,0,0
2016-11-26,2016,12,Besiktas,Basaksehir FK,1-1,1,1,T1,1,2,0,D,0-1,0,1,1,-1,A,1,0,0,0
2016-11-26,2016,12,Akhisarspor,Kasimpasa,1-0,1,0,T1,1,1,1,H,1-0,1,0,1,1,H,1,0,0,0
2016-11-26,2016,12,Kardemir Karabukspor,Gaziantepspor,2-0,2,0,T1,1,2,2,H,2-0,2,0,2,2,H,1,0,0,1
2016-11-27,2016,12,Genclerbirligi,Trabzonspor,0-0,0,0,T1,1,0,0,D,0-0,0,0,0,0,D,1,0,1,0
2016-11-27,2016,12,Caykur Rizespor,Fenerbahce,1-5,1,5,T1,1,6,-4,A,1-3,1,3,4,-2,A,1,0,1,0
2016-11-28,2016,12,Konyaspor,Osmanlispor FK,1-1,1,1,T1,1,2,0,D,0-1,0,1,1,-1,A,1,0,0,1
2016-12-03,2016,13,Basaksehir FK,Antalyaspor,2-2,2,2,T1,1,4,0,D,1-1,1,1,2,0,D,1,0,1,1
2016-12-03,2016,13,Fenerbahce,Besiktas,0-0,0,0,T1,1,0,0,D,0-0,0,0,0,0,D,1,0,0,0
2016-12-04,2016,13,Alanyaspor,Konyaspor,2-3,2,3,T1,1,5,-1,A,0-2,0,2,2,-2,A,1,0,0,1
2016-12-04,2016,13,Gaziantepspor,Akhisarspor,1-2,1,2,T1,1,3,-1,A,1-0,1,0,1,1,H,1,0,0,0
2016-12-04,2016,13,Osmanlispor FK,Kardemir Karabukspor,2-1,2,1,T1,1,3,1,H,2-1,2,1,3,1,H,1,0,0,0
2016-12-04,2016,13,Adanaspor,Genclerbirligi,0-2,0,2,T1,1,2,-2,A,0-1,0,1,1,-1,A,1,0,0,0
2016-12-04,2016,13,Kasimpasa,Galatasaray,1-2,1,2,T1,1,3,-1,A,0-1,0,1,1,-1,A,1,0,1,0
2016-12-05,2016,13,Kayserispor,Trabzonspor,0-1,0,1,T1,1,1,-1,A,0-1,0,1,1,-1,A,1,0,0,0
2016-12-05,2016,13,Bursaspor,Caykur Rizespor,2-1,2,1,T1,1,3,1,H,0-0,0,0,0,0,D,1,0,0,0
2016-12-09,2016,14,Trabzonspor,Adanaspor,4-1,4,1,T1,1,5,3,H,1-1,1,1,2,0,D,1,0,0,1
2016-12-10,2016,14,Genclerbirligi,Basaksehir FK,0-0,0,0,T1,1,0,0,D,0-0,0,0,0,0,D,1,0,0,0
2016-12-10,2016,14,Besiktas,Bursaspor,2-1,2,1,T1,1,3,1,H,0-0,0,0,0,0,D,1,0,0,1
2016-12-10,2016,14,Caykur Rizespor,Kasimpasa,0-1,0,1,T1,1,1,-1,A,0-1,0,1,1,-1,A,1,0,0,1
2016-12-11,2016,14,Kardemir Karabukspor,Alanyaspor,0-2,0,2,T1,1,2,-2,A,0-1,0,1,1,-1,A,1,0,0,0
2016-12-11,2016,14,Akhisarspor,Osmanlispor FK,1-2,1,2,T1,1,3,-1,A,0-1,0,1,1,-1,A,1,0,0,0
2016-12-11,2016,14,Konyaspor,Kayserispor,1-0,1,0,T1,1,1,1,H,1-0,1,0,1,1,H,1,0,0,0
2016-12-11,2016,14,Galatasaray,Gaziantepspor,3-1,3,1,T1,1,4,2,H,1-0,1,0,1,1,H,1,0,0,1
2016-12-12,2016,14,Antalyaspor,Fenerbahce,1-0,1,0,T1,1,1,1,H,0-0,0,0,0,0,D,1,0,0,0
2016-12-17,2016,15,Basaksehir FK,Trabzonspor,1-0,1,0,T1,1,1,1,H,0-0,0,0,0,0,D,1,0,0,0
2016-12-17,2016,15,Kasimpasa,Besiktas,2-1,2,1,T1,1,3,1,H,0-1,0,1,1,-1,A,1,0,0,0
2016-12-18,2016,15,Kardemir Karabukspor,Konyaspor,1-1,1,1,T1,1,2,0,D,0-1,0,1,1,-1,A,1,0,0,0
2016-12-18,2016,15,Gaziantepspor,Caykur Rizespor,1-2,1,2,T1,1,3,-1,A,1-1,1,1,2,0,D,1,0,0,1
2016-12-18,2016,15,Adanaspor,Kayserispor,2-1,2,1,T1,1,3,1,H,0-1,0,1,1,-1,A,1,0,0,0
2016-12-18,2016,15,Alanyaspor,Akhisarspor,0-0,0,0,T1,1,0,0,D,0-0,0,0,0,0,D,1,0,0,0
2016-12-18,2016,15,Osmanlispor FK,Galatasaray,2-2,2,2,T1,1,4,0,D,1-1,1,1,2,0,D,1,0,0,0
2016-12-19,2016,15,Bursaspor,Antalyaspor,2-1,2,1,T1,1,3,1,H,2-1,2,1,3,1,H,1,0,0,0
2016-12-19,2016,15,Fenerbahce,Genclerbirligi,3-0,3,0,T1,1,3,3,H,1-0,1,0,1,1,H,1,0,0,0
2016-12-24,2016,16,Besiktas,Gaziantepspor,1-0,1,0,T1,1,1,1,H,1-0,1,0,1,1,H,1,0,0,0
2016-12-24,2016,16,Adanaspor,Basaksehir FK,1-1,1,1,T1,1,2,0,D,0-1,0,1,1,-1,A,1,0,0,0
2016-12-25,2016,16,Kayserispor,Kardemir Karabukspor,2-0,2,0,T1,1,2,2,H,1-0,1,0,1,1,H,1,0,0,1
2016-12-25,2016,16,Antalyaspor,Kasimpasa,2-1,2,1,T1,1,3,1,H,0-0,0,0,0,0,D,1,0,0,0
2016-12-25,2016,16,Caykur Rizespor,Osmanlispor FK,0-1,0,1,T1,1,1,-1,A,0-0,0,0,0,0,D,1,0,0,0
2016-12-25,2016,16,Akhisarspor,Konyaspor,1-0,1,0,T1,1,1,1,H,0-0,0,0,0,0,D,1,0,0,0
2016-12-25,2016,16,Galatasaray,Alanyaspor,5-1,5,1,T1,1,6,4,H,2-1,2,1,3,1,H,1,0,0,1
2016-12-26,2016,16,Trabzonspor,Fenerbahce,0-3,0,3,T1,1,3,-3,A,0-2,0,2,2,-2,A,1,0,1,0
2016-12-26,2016,16,Genclerbirligi,Bursaspor,3-1,3,1,T1,1,4,2,H,1-1,1,1,2,0,D,1,0,0,0
2017-01-13,2016,17,Bursaspor,Trabzonspor,1-2,1,2,T1,1,3,-1,A,1-2,1,2,3,-1,A,1,0,0,1
2017-01-14,2016,17,Alanyaspor,Caykur Rizespor,2-3,2,3,T1,1,5,-1,A,0-2,0,2,2,-2,A,1,0,1,0
2017-01-14,2016,17,Kardemir Karabukspor,Akhisarspor,1-0,1,0,T1,1,1,1,H,0-0,0,0,0,0,D,1,0,0,0
2017-01-14,2016,17,Basaksehir FK,Kayserispor,5-0,5,0,T1,1,5,5,H,2-0,2,0,2,2,H,1,0,0,0
2017-01-14,2016,17,Konyaspor,Galatasaray,0-1,0,1,T1,1,1,-1,A,0-0,0,0,0,0,D,1,0,1,0
2017-01-15,2016,17,Fenerbahce,Adanaspor,2-2,2,2,T1,1,4,0,D,1-2,1,2,3,-1,A,1,0,0,0
2017-01-15,2016,17,Kasimpasa,Genclerbirligi,3-0,3,0,T1,1,3,3,H,3-0,3,0,3,3,H,1,0,0,1
2017-01-15,2016,17,Gaziantepspor,Antalyaspor,0-3,0,3,T1,1,3,-3,A,0-2,0,2,2,-2,A,1,0,1,0
2017-01-16,2016,17,Osmanlispor FK,Besiktas,0-2,0,2,T1,1,2,-2,A,0-1,0,1,1,-1,A,1,0,0,0
2017-01-21,2016,18,Akhisarspor,Kayserispor,0-0,0,0,T1,1,0,0,D,0-0,0,0,0,0,D,1,0,0,0
2017-01-21,2016,18,Konyaspor,Caykur Rizespor,2-1,2,1,T1,1,3,1,H,1-1,1,1,2,0,D,1,0,0,0
2017-01-21,2016,18,Kardemir Karabukspor,Galatasaray,2-1,2,1,T1,1,3,1,H,1-1,1,1,2,0,D,1,0,0,1
2017-01-21,2016,18,Bursaspor,Adanaspor,0-1,0,1,T1,1,1,-1,A,0-0,0,0,0,0,D,1,0,0,0
2017-01-22,2016,18,Kasimpasa,Trabzonspor,0-1,0,1,T1,1,1,-1,A,0-1,0,1,1,-1,A,1,0,0,0
2017-01-22,2016,18,Osmanlispor FK,Antalyaspor,1-2,1,2,T1,1,3,-1,A,1-0,1,0,1,1,H,1,0,0,0
2017-01-22,2016,18,Fenerbahce,Basaksehir FK,1-0,1,0,T1,1,1,1,H,1-0,1,0,1,1,H,1,0,0,0
2017-01-23,2016,18,Alanyaspor,Besiktas,1-4,1,4,T1,1,5,-3,A,0-2,0,2,2,-2,A,1,0,0,0
2017-01-28,2016,19,Caykur Rizespor,Kardemir Karabukspor,1-0,1,0,T1,1,1,1,H,1-0,1,0,1,1,H,1,0,1,0
2017-01-28,2016,19,Antalyaspor,Alanyaspor,2-1,2,1,T1,1,3,1,H,1-1,1,1,2,0,D,1,0,0,0
2017-01-28,2016,19,Galatasaray,Akhisarspor,6-0,6,0,T1,1,6,6,H,4-0,4,0,4,4,H,1,0,0,0
2017-01-29,2016,19,Genclerbirligi,Osmanlispor FK,1-1,1,1,T1,1,2,0,D,1-0,1,0,1,1,H,1,0,0,0
2017-01-29,2016,19,Basaksehir FK,Bursaspor,1-0,1,0,T1,1,1,1,H,0-0,0,0,0,0,D,1,0,0,0
2017-01-29,2016,19,Trabzonspor,Gaziantepspor,4-0,4,0,T1,1,4,4,H,2-0,2,0,2,2,H,1,0,0,0
2017-01-29,2016,19,Kayserispor,Fenerbahce,4-1,4,1,T1,1,5,3,H,1-1,1,1,2,0,D,1,0,0,0
2017-01-30,2016,19,Adanaspor,Kasimpasa,3-0,3,0,T1,1,3,3,H,1-0,1,0,1,1,H,1,0,0,0
2017-01-30,2016,19,Besiktas,Konyaspor,5-1,5,1,T1,1,6,4,H,2-0,2,0,2,2,H,1,0,0,0
2017-02-10,2016,20,Kardemir Karabukspor,Besiktas,2-1,2,1,T1,1,3,1,H,0-0,0,0,0,0,D,1,0,0,0
2017-02-11,2016,20,Osmanlispor FK,Trabzonspor,0-1,0,1,T1,1,1,-1,A,0-1,0,1,1,-1,A,1,0,0,0
2017-02-11,2016,20,Alanyaspor,Genclerbirligi,3-0,3,0,T1,1,3,3,H,2-0,2,0,2,2,H,1,0,0,0
2017-02-11,2016,20,Bursaspor,Fenerbahce,1-1,1,1,T1,1,2,0,D,0-1,0,1,1,-1,A,1,0,1,0
2017-02-12,2016,20,Kasimpasa,Basaksehir FK,4-0,4,0,T1,1,4,4,H,2-0,2,0,2,2,H,1,0,0,0
2017-02-12,2016,20,Galatasaray,Kayserispor,1-2,1,2,T1,1,3,-1,A,0-2,0,2,2,-2,A,1,0,0,0
2017-02-12,2016,20,Konyaspor,Antalyaspor,1-1,1,1,T1,1,2,0,D,0-1,0,1,1,-1,A,1,0,0,2
2017-02-12,2016,20,Akhisarspor,Caykur Rizespor,1-0,1,0,T1,1,1,1,H,1-0,1,0,1,1,H,1,0,0,0
2017-02-13,2016,20,Gaziantepspor,Adanaspor,1-0,1,0,T1,1,1,1,H,0-0,0,0,0,0,D,1,0,0,0
2017-02-17,2016,21,Kayserispor,Bursaspor,2-0,2,0,T1,1,2,2,H,0-0,0,0,0,0,D,1,0,0,1
2017-02-18,2016,21,Antalyaspor,Kardemir Karabukspor,1-0,1,0,T1,1,1,1,H,0-0,0,0,0,0,D,1,0,0,0
2017-02-18,2016,21,Basaksehir FK,Gaziantepspor,0-0,0,0,T1,1,0,0,D,0-0,0,0,0,0,D,1,0,0,0
2017-02-18,2016,21,Caykur Rizespor,Galatasaray,1-1,1,1,T1,1,2,0,D,0-1,0,1,1,-1,A,1,0,0,0
2017-02-19,2016,21,Genclerbirligi,Konyaspor,2-0,2,0,T1,1,2,2,H,1-0,1,0,1,1,H,1,0,0,0
2017-02-19,2016,21,Fenerbahce,Kasimpasa,0-0,0,0,T1,1,0,0,D,0-0,0,0,0,0,D,1,0,0,0
2017-02-19,2016,21,Adanaspor,Osmanlispor FK,1-5,1,5,T1,1,6,-4,A,0-2,0,2,2,-2,A,1,0,0,0
2017-02-19,2016,21,Besiktas,Akhisarspor,3-1,3,1,T1,1,4,2,H,2-0,2,0,2,2,H,1,0,0,0
2017-02-20,2016,21,Trabzonspor,Alanyaspor,0-0,0,0,T1,1,0,0,D,0-0,0,0,0,0,D,1,0,0,0
2017-02-24,2016,22,Caykur Rizespor,Kayserispor,2-4,2,4,T1,1,6,-2,A,1-2,1,2,3,-1,A,1,0,1,0
2017-02-24,2016,22,Kasimpasa,Bursaspor,4-0,4,0,T1,1,4,4,H,1-0,1,0,1,1,H,1,0,0,1
2017-02-25,2016,22,Alanyaspor,Adanaspor,4-1,4,1,T1,1,5,3,H,2-0,2,0,2,2,H,1,0,0,0
2017-02-25,2016,22,Akhisarspor,Antalyaspor,3-0,3,0,T1,1,3,3,H,1-0,1,0,1,1,H,1,0,0,0
2017-02-25,2016,22,Konyaspor,Trabzonspor,1-1,1,1,T1,1,2,0,D,0-0,0,0,0,0,D,1,0,0,0
2017-02-26,2016,22,Gaziantepspor,Fenerbahce,1-1,1,1,T1,1,2,0,D,1-1,1,1,2,0,D,1,0,0,0
2017-02-26,2016,22,Kardemir Karabukspor,Genclerbirligi,1-0,1,0,T1,1,1,1,H,1-0,1,0,1,1,H,1,0,0,0
2017-02-26,2016,22,Osmanlispor FK,Basaksehir FK,0-1,0,1,T1,1,1,-1,A,0-1,0,1,1,-1,A,1,0,0,1
2017-02-27,2016,22,Galatasaray,Besiktas,0-1,0,1,T1,1,1,-1,A,0-0,0,0,0,0,D,1,0,0,0
2017-03-03,2016,23,Trabzonspor,Kardemir Karabukspor,1-0,1,0,T1,1,1,1,H,0-0,0,0,0,0,D,1,0,0,0
2017-03-04,2016,23,Bursaspor,Gaziantepspor,2-1,2,1,T1,1,3,1,H,1-1,1,1,2,0,D,1,0,0,0
2017-03-04,2016,23,Besiktas,Caykur Rizespor,1-0,1,0,T1,1,1,1,H,1-0,1,0,1,1,H,1,0,0,0
2017-03-05,2016,23,Basaksehir FK,Alanyaspor,2-1,2,1,T1,1,3,1,H,1-0,1,0,1,1,H,1,0,0,0
2017-03-05,2016,23,Adanaspor,Konyaspor,0-1,0,1,T1,1,1,-1,A,0-1,0,1,1,-1,A,1,0,0,0
2017-03-05,2016,23,Fenerbahce,Osmanlispor FK,1-0,1,0,T1,1,1,1,H,0-0,0,0,0,0,D,1,0,0,1
2017-03-05,2016,23,Kayserispor,Kasimpasa,2-2,2,2,T1,1,4,0,D,1-1,1,1,2,0,D,1,0,0,0
2017-03-06,2016,23,Genclerbirligi,Akhisarspor,2-0,2,0,T1,1,2,2,H,1-0,1,0,1,1,H,1,0,0,0
2017-03-06,2016,23,Antalyaspor,Galatasaray,2-3,2,3,T1,1,5,-1,A,1-2,1,2,3,-1,A,1,0,0,1
2017-03-10,2016,24,Alanyaspor,Fenerbahce,2-3,2,3,T1,1,5,-1,A,2-2,2,2,4,0,D,1,0,0,0
2017-03-11,2016,24,Gaziantepspor,Kasimpasa,0-2,0,2,T1,1,2,-2,A,0-0,0,0,0,0,D,1,0,0,0
2017-03-11,2016,24,Kardemir Karabukspor,Adanaspor,2-0,2,0,T1,1,2,2,H,1-0,1,0,1,1,H,1,0,0,0
2017-03-11,2016,24,Osmanlispor FK,Bursaspor,1-1,1,1,T1,1,2,0,D,0-1,0,1,1,-1,A,1,0,0,0
2017-03-11,2016,24,Galatasaray,Genclerbirligi,3-2,3,2,T1,1,5,1,H,2-1,2,1,3,1,H,1,0,0,0
2017-03-12,2016,24,Besiktas,Kayserispor,2-2,2,2,T1,1,4,0,D,0-0,0,0,0,0,D,1,0,0,0
2017-03-12,2016,24,Konyaspor,Basaksehir FK,0-3,0,3,T1,1,3,-3,A,0-1,0,1,1,-1,A,1,0,0,0
2017-03-12,2016,24,Caykur Rizespor,Antalyaspor,1-2,1,2,T1,1,3,-1,A,0-2,0,2,2,-2,A,1,0,1,0
2017-03-13,2016,24,Akhisarspor,Trabzonspor,1-3,1,3,T1,1,4,-2,A,1-0,1,0,1,1,H,1,0,0,0
2017-03-17,2016,25,Fenerbahce,Konyaspor,2-3,2,3,T1,1,5,-1,A,1-2,1,2,3,-1,A,1,0,0,0
2017-03-18,2016,25,Trabzonspor,Galatasaray,2-0,2,0,T1,1,2,2,H,1-0,1,0,1,1,H,1,0,1,0
2017-03-18,2016,25,Kayserispor,Gaziantepspor,3-4,3,4,T1,1,7,-1,A,2-2,2,2,4,0,D,1,0,0,0
2017-03-18,2016,25,Adanaspor,Akhisarspor,2-1,2,1,T1,1,3,1,H,1-1,1,1,2,0,D,1,0,0,0
2017-03-18,2016,25,Kasimpasa,Osmanlispor FK,3-2,3,2,T1,1,5,1,H,2-2,2,2,4,0,D,1,0,0,0
2017-03-19,2016,25,Genclerbirligi,Caykur Rizespor,1-0,1,0,T1,1,1,1,H,0-0,0,0,0,0,D,1,0,0,0
2017-03-19,2016,25,Basaksehir FK,Kardemir Karabukspor,3-3,3,3,T1,1,6,0,D,1-1,1,1,2,0,D,1,0,0,0
2017-03-19,2016,25,Bursaspor,Alanyaspor,1-3,1,3,T1,1,4,-2,A,1-1,1,1,2,0,D,1,0,0,0
2017-03-19,2016,25,Antalyaspor,Besiktas,0-0,0,0,T1,1,0,0,D,0-0,0,0,0,0,D,1,0,0,1
2017-04-01,2016,26,Akhisarspor,Basaksehir FK,2-1,2,1,T1,1,3,1,H,0-0,0,0,0,0,D,1,0,0,0
2017-04-01,2016,26,Alanyaspor,Kasimpasa,3-1,3,1,T1,1,4,2,H,2-0,2,0,2,2,H,1,0,0,0
2017-04-01,2016,26,Kardemir Karabukspor,Fenerbahce,0-1,0,1,T1,1,1,-1,A,0-0,0,0,0,0,D,1,0,0,0
2017-04-01,2016,26,Antalyaspor,Kayserispor,2-1,2,1,T1,1,3,1,H,1-0,1,0,1,1,H,1,0,1,1
